JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
"Senior Full-stack Engineer - EC2 Console, EC2 Console",Amazon Dev Centre South Africa,"Johannesburg, Gauteng",Posted 30+ days ago,2022-07-06,"At least 5 years of experience building production web applications.Degree in Computer Science or related field, or equivalent working experience.",,https://za.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A6iYo3LEVtHGk8RnYq6r34rAYKW3d2fqaG6QyhKE3SfONRNIG32xS1yOf95cqT4Dy5HpWOJBFVJd4rMrQZ0MlKAbQo3fx6lDs_K0w_tRJh7HPeXngQ-Z345uGiUqv3fAIJeMM1OlohaMspVq5QPfwsQiHyU3mK8HGOa-nv3XZmquswnE2_bm22OGkrRqBIqPQ4VwuvD3IMDAxT-t6u3qE-_60ZxDPJ_PGpBQF3dQMfQ2shFbg6MQUkXFRwjYB9ASbJ7Xha_iJmTQqkrt-5INjX_laygQ7Fwzmi4i2aBJs6mZDeOc1Flsab6ianRDIDzI2fGqThJRQXwbJ9mz_3HN-4t_nbLmqcFBEz8V_XO0JqavbeH3qT2aSEc9059cWYtDCOJ83aimxqEeFVtHTo6vp5RsL5Fyk68XaWYZLUaDud48PZSqy6n9lHVYVl5FIur8ULcsPSDFg9k8kZ70Ad8Il2qONuL_hS29lay-aPpyHd0m5GkcPPj51u&xkcb=SoD--_M3coFvlD2HAx0LbzkdCdPP&p=0&fvj=1&vjs=3
PHP/Drupal Technical Lead,Wunderman Thompson,"Johannesburg, Gauteng",Posted 30+ days ago,2022-07-06,"We offer deep expertise across the entire customer journey, including communications, commerce, consultancy, CRM, CX, data, production, and technology.",,https://za.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A6iYo3LEVtHGk8RnYq6r34rAYKW3d2fqaG6QyhKE3SfONRNIG32xS1yOf95cqT4Dy5HpWOJBFVJd4rMrQZ0MlKAbQo3fx6lDs_K0w_tRJh7HPeXngQ-Z345uGiUqv3fAIJeMM1OlohaMspVq5QPfwsQiHyU3mK8HGOa-nv3XZmquswnE2_bm22OGkrRqBIqPQ4VwuvD3IMDAxT-t6u3qE-_60ZxDPJ_PGpBQF3dQMfQ2shFbg6MQUkXFRwjYB9ASbJ7Xha_iJmTQqkrt-5INjX_laygQ7Fwzmi4i2aBJs6mZDeOc1Flsab6ianRDIDzI2fGqThJRQXwbJ9mz_3HN-4t_nbLmqcFBEz8V_XO0JqavbeH3qT2aSEc9059cWYtDCOJ83aimxqEeFVtHTo6vp5RsL5Fyk68XaWYZLUaDud48PZSqy6n9lHVYVl5FIur8ULcsPSDFg9k8kZ70Ad8Il2qONuL_hS29lay-aPpyHd0m5GkcPPj51u&xkcb=SoD--_M3coFvlD2HAx0LbzkdCdPP&p=0&fvj=1&vjs=3
Senior Test Automation Engineer,AdaptIT,"Johannesburg, Gauteng",Posted 30+ days ago,2022-07-06,"As a Test Automation Engineer you will design automation tests, this include develop automation scripts.And finding solutions for automation problems.",,https://za.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A6iYo3LEVtHGk8RnYq6r34rAYKW3d2fqaG6QyhKE3SfONRNIG32xS1yOf95cqT4Dy5HpWOJBFVJd4rMrQZ0MlKAbQo3fx6lDs_K0w_tRJh7HPeXngQ-Z345uGiUqv3fAIJeMM1OlohaMspVq5QPfwsQiHyU3mK8HGOa-nv3XZmquswnE2_bm22OGkrRqBIqPQ4VwuvD3IMDAxT-t6u3qE-_60ZxDPJ_PGpBQF3dQMfQ2shFbg6MQUkXFRwjYB9ASbJ7Xha_iJmTQqkrt-5INjX_laygQ7Fwzmi4i2aBJs6mZDeOc1Flsab6ianRDIDzI2fGqThJRQXwbJ9mz_3HN-4t_nbLmqcFBEz8V_XO0JqavbeH3qT2aSEc9059cWYtDCOJ83aimxqEeFVtHTo6vp5RsL5Fyk68XaWYZLUaDud48PZSqy6n9lHVYVl5FIur8ULcsPSDFg9k8kZ70Ad8Il2qONuL_hS29lay-aPpyHd0m5GkcPPj51u&xkcb=SoD--_M3coFvlD2HAx0LbzkdCdPP&p=0&fvj=1&vjs=3
C#.Net Engineer,Salt,"Johannesburg, Gauteng",Posted 30+ days ago,2022-07-06," Working collaboratively with project managers, UX/UI designers, internal, near-shore.And off-shore development and QA teams.Bonus points if you have:",R700000 - R1000000 a year,https://za.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A6iYo3LEVtHGk8RnYq6r34rAYKW3d2fqaG6QyhKE3SfONRNIG32xS1yOf95cqT4Dy5HpWOJBFVJd4rMrQZ0MlKAbQo3fx6lDs_K0w_tRJh7HPeXngQ-Z345uGiUqv3fAIJeMM1OlohaMspVq5QPfwsQiHyU3mK8HGOa-nv3XZmquswnE2_bm22OGkrRqBIqPQ4VwuvD3IMDAxT-t6u3qE-_60ZxDPJ_PGpBQF3dQMfQ2shFbg6MQUkXFRwjYB9ASbJ7Xha_iJmTQqkrt-5INjX_laygQ7Fwzmi4i2aBJs6mZDeOc1Flsab6ianRDIDzI2fGqThJRQXwbJ9mz_3HN-4t_nbLmqcFBEz8V_XO0JqavbeH3qT2aSEc9059cWYtDCOJ83aimxqEeFVtHTo6vp5RsL5Fyk68XaWYZLUaDud48PZSqy6n9lHVYVl5FIur8ULcsPSDFg9k8kZ70Ad8Il2qONuL_hS29lay-aPpyHd0m5GkcPPj51u&xkcb=SoD--_M3coFvlD2HAx0LbzkdCdPP&p=0&fvj=1&vjs=3
Senior Software Engineer (based in South Africa),MBR Partners,"Johannesburg, Gauteng",Posted 30+ days ago,2022-07-06,Openet’s Solution Delivery team provides real-time software solutions and services to enable service providers to create new revenues from digital services and…,,https://za.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A6iYo3LEVtHGk8RnYq6r34rAYKW3d2fqaG6QyhKE3SfONRNIG32xS1yOf95cqT4Dy5HpWOJBFVJd4rMrQZ0MlKAbQo3fx6lDs_K0w_tRJh7HPeXngQ-Z345uGiUqv3fAIJeMM1OlohaMspVq5QPfwsQiHyU3mK8HGOa-nv3XZmquswnE2_bm22OGkrRqBIqPQ4VwuvD3IMDAxT-t6u3qE-_60ZxDPJ_PGpBQF3dQMfQ2shFbg6MQUkXFRwjYB9ASbJ7Xha_iJmTQqkrt-5INjX_laygQ7Fwzmi4i2aBJs6mZDeOc1Flsab6ianRDIDzI2fGqThJRQXwbJ9mz_3HN-4t_nbLmqcFBEz8V_XO0JqavbeH3qT2aSEc9059cWYtDCOJ83aimxqEeFVtHTo6vp5RsL5Fyk68XaWYZLUaDud48PZSqy6n9lHVYVl5FIur8ULcsPSDFg9k8kZ70Ad8Il2qONuL_hS29lay-aPpyHd0m5GkcPPj51u&xkcb=SoD--_M3coFvlD2HAx0LbzkdCdPP&p=0&fvj=1&vjs=3
"Senior Consultant, DevOps",Amazon Web Services SA Pvt Ltd,"Johannesburg, Gauteng",Posted 30+ days ago,2022-07-06,"Bachelor’s degree, or equivalent experience, in Computer Science, Engineering, Mathematics or a related field.",,https://za.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A6iYo3LEVtHGk8RnYq6r34rAYKW3d2fqaG6QyhKE3SfONRNIG32xS1yOf95cqT4Dy5HpWOJBFVJd4rMrQZ0MlKAbQo3fx6lDs_K0w_tRJh7HPeXngQ-Z345uGiUqv3fAIJeMM1OlohaMspVq5QPfwsQiHyU3mK8HGOa-nv3XZmquswnE2_bm22OGkrRqBIqPQ4VwuvD3IMDAxT-t6u3qE-_60ZxDPJ_PGpBQF3dQMfQ2shFbg6MQUkXFRwjYB9ASbJ7Xha_iJmTQqkrt-5INjX_laygQ7Fwzmi4i2aBJs6mZDeOc1Flsab6ianRDIDzI2fGqThJRQXwbJ9mz_3HN-4t_nbLmqcFBEz8V_XO0JqavbeH3qT2aSEc9059cWYtDCOJ83aimxqEeFVtHTo6vp5RsL5Fyk68XaWYZLUaDud48PZSqy6n9lHVYVl5FIur8ULcsPSDFg9k8kZ70Ad8Il2qONuL_hS29lay-aPpyHd0m5GkcPPj51u&xkcb=SoD--_M3coFvlD2HAx0LbzkdCdPP&p=0&fvj=1&vjs=3
DevOps Engineer (Ref - DNTS),DotModus,"Johannesburg, Gauteng",Posted 30+ days ago,2022-07-06,"Basic scripting skills (bash/sh/ksh/perl/python).This involves alerting and monitoring of solutions, performing risk analysis to ensure the optimal uptime is…",,https://za.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A6iYo3LEVtHGk8RnYq6r34rAYKW3d2fqaG6QyhKE3SfONRNIG32xS1yOf95cqT4Dy5HpWOJBFVJd4rMrQZ0MlKAbQo3fx6lDs_K0w_tRJh7HPeXngQ-Z345uGiUqv3fAIJeMM1OlohaMspVq5QPfwsQiHyU3mK8HGOa-nv3XZmquswnE2_bm22OGkrRqBIqPQ4VwuvD3IMDAxT-t6u3qE-_60ZxDPJ_PGpBQF3dQMfQ2shFbg6MQUkXFRwjYB9ASbJ7Xha_iJmTQqkrt-5INjX_laygQ7Fwzmi4i2aBJs6mZDeOc1Flsab6ianRDIDzI2fGqThJRQXwbJ9mz_3HN-4t_nbLmqcFBEz8V_XO0JqavbeH3qT2aSEc9059cWYtDCOJ83aimxqEeFVtHTo6vp5RsL5Fyk68XaWYZLUaDud48PZSqy6n9lHVYVl5FIur8ULcsPSDFg9k8kZ70Ad8Il2qONuL_hS29lay-aPpyHd0m5GkcPPj51u&xkcb=SoD--_M3coFvlD2HAx0LbzkdCdPP&p=0&fvj=1&vjs=3
Senior Software Developer Java,AdaptIT,"Johannesburg, Gauteng",Posted 30+ days ago,2022-07-06,The candidate will form part of the USSD Domain team and will be responsible for ongoing Development.Deployments to production usually 4 times a week.,,https://za.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A6iYo3LEVtHGk8RnYq6r34rAYKW3d2fqaG6QyhKE3SfONRNIG32xS1yOf95cqT4Dy5HpWOJBFVJd4rMrQZ0MlKAbQo3fx6lDs_K0w_tRJh7HPeXngQ-Z345uGiUqv3fAIJeMM1OlohaMspVq5QPfwsQiHyU3mK8HGOa-nv3XZmquswnE2_bm22OGkrRqBIqPQ4VwuvD3IMDAxT-t6u3qE-_60ZxDPJ_PGpBQF3dQMfQ2shFbg6MQUkXFRwjYB9ASbJ7Xha_iJmTQqkrt-5INjX_laygQ7Fwzmi4i2aBJs6mZDeOc1Flsab6ianRDIDzI2fGqThJRQXwbJ9mz_3HN-4t_nbLmqcFBEz8V_XO0JqavbeH3qT2aSEc9059cWYtDCOJ83aimxqEeFVtHTo6vp5RsL5Fyk68XaWYZLUaDud48PZSqy6n9lHVYVl5FIur8ULcsPSDFg9k8kZ70Ad8Il2qONuL_hS29lay-aPpyHd0m5GkcPPj51u&xkcb=SoD--_M3coFvlD2HAx0LbzkdCdPP&p=0&fvj=1&vjs=3
Intermediate and Senior Big Data / AWS Data Engineers,PBT Group,"Johannesburg, Gauteng",Posted 30+ days ago,2022-07-06,Programming exposure for code transformations and integrating the big data solution with existing systems.Your duties will include working with the AWS data…,,https://za.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A6iYo3LEVtHGk8RnYq6r34rAYKW3d2fqaG6QyhKE3SfONRNIG32xS1yOf95cqT4Dy5HpWOJBFVJd4rMrQZ0MlKAbQo3fx6lDs_K0w_tRJh7HPeXngQ-Z345uGiUqv3fAIJeMM1OlohaMspVq5QPfwsQiHyU3mK8HGOa-nv3XZmquswnE2_bm22OGkrRqBIqPQ4VwuvD3IMDAxT-t6u3qE-_60ZxDPJ_PGpBQF3dQMfQ2shFbg6MQUkXFRwjYB9ASbJ7Xha_iJmTQqkrt-5INjX_laygQ7Fwzmi4i2aBJs6mZDeOc1Flsab6ianRDIDzI2fGqThJRQXwbJ9mz_3HN-4t_nbLmqcFBEz8V_XO0JqavbeH3qT2aSEc9059cWYtDCOJ83aimxqEeFVtHTo6vp5RsL5Fyk68XaWYZLUaDud48PZSqy6n9lHVYVl5FIur8ULcsPSDFg9k8kZ70Ad8Il2qONuL_hS29lay-aPpyHd0m5GkcPPj51u&xkcb=SoD--_M3coFvlD2HAx0LbzkdCdPP&p=0&fvj=1&vjs=3
Data Scientist,SET Recruitment Consultants,"Johannesburg, Gauteng",Posted 30+ days ago,2022-07-06,Pivotal role to analyse and derive meaningful insights from data.Use the insights to provide improved product offerings and better customer journey for Wealth…,,https://za.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A6iYo3LEVtHGk8RnYq6r34rAYKW3d2fqaG6QyhKE3SfONRNIG32xS1yOf95cqT4Dy5HpWOJBFVJd4rMrQZ0MlKAbQo3fx6lDs_K0w_tRJh7HPeXngQ-Z345uGiUqv3fAIJeMM1OlohaMspVq5QPfwsQiHyU3mK8HGOa-nv3XZmquswnE2_bm22OGkrRqBIqPQ4VwuvD3IMDAxT-t6u3qE-_60ZxDPJ_PGpBQF3dQMfQ2shFbg6MQUkXFRwjYB9ASbJ7Xha_iJmTQqkrt-5INjX_laygQ7Fwzmi4i2aBJs6mZDeOc1Flsab6ianRDIDzI2fGqThJRQXwbJ9mz_3HN-4t_nbLmqcFBEz8V_XO0JqavbeH3qT2aSEc9059cWYtDCOJ83aimxqEeFVtHTo6vp5RsL5Fyk68XaWYZLUaDud48PZSqy6n9lHVYVl5FIur8ULcsPSDFg9k8kZ70Ad8Il2qONuL_hS29lay-aPpyHd0m5GkcPPj51u&xkcb=SoD--_M3coFvlD2HAx0LbzkdCdPP&p=0&fvj=1&vjs=3
BI Full-Stack Developer,Copious Software,"Johannesburg, Gauteng",Posted 8 days ago,2022-07-06,"Johannesburg, Gauteng | Full Time.Data gathering, research, analytical abilities so as to develop insightful conclusions and generate solutions to address user…",,https://za.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A6iYo3LEVtHGk8RnYq6r34rAYKW3d2fqaG6QyhKE3SfONRNIG32xS1yOf95cqT4Dy5HpWOJBFVJd4rMrQZ0MlKAbQo3fx6lDs_K0w_tRJh7HPeXngQ-Z345uGiUqv3fAIJeMM1OlohaMspVq5QPfwsQiHyU3mK8HGOa-nv3XZmquswnE2_bm22OGkrRqBIqPQ4VwuvD3IMDAxT-t6u3qE-_60ZxDPJ_PGpBQF3dQMfQ2shFbg6MQUkXFRwjYB9ASbJ7Xha_iJmTQqkrt-5INjX_laygQ7Fwzmi4i2aBJs6mZDeOc1Flsab6ianRDIDzI2fGqThJRQXwbJ9mz_3HN-4t_nbLmqcFBEz8V_XO0JqavbeH3qT2aSEc9059cWYtDCOJ83aimxqEeFVtHTo6vp5RsL5Fyk68XaWYZLUaDud48PZSqy6n9lHVYVl5FIur8ULcsPSDFg9k8kZ70Ad8Il2qONuL_hS29lay-aPpyHd0m5GkcPPj51u&xkcb=SoD--_M3coFvlD2HAx0LbzkdCdPP&p=0&fvj=1&vjs=3
DevOps Engineer † Semi Remote † R582 Per Hour,E-Merge,"Remote in Johannesburg, Gauteng",Posted 5 days ago,2022-07-06,We are looking for a seasoned DevOps Engineer to join a frontier organisation in the automotive industry. This opportunity will expose you to cutting-edge…,R582 an hour,https://za.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A6iYo3LEVtHGk8RnYq6r34rAYKW3d2fqaG6QyhKE3SfONRNIG32xS1yOf95cqT4Dy5HpWOJBFVJd4rMrQZ0MlKAbQo3fx6lDs_K0w_tRJh7HPeXngQ-Z345uGiUqv3fAIJeMM1OlohaMspVq5QPfwsQiHyU3mK8HGOa-nv3XZmquswnE2_bm22OGkrRqBIqPQ4VwuvD3IMDAxT-t6u3qE-_60ZxDPJ_PGpBQF3dQMfQ2shFbg6MQUkXFRwjYB9ASbJ7Xha_iJmTQqkrt-5INjX_laygQ7Fwzmi4i2aBJs6mZDeOc1Flsab6ianRDIDzI2fGqThJRQXwbJ9mz_3HN-4t_nbLmqcFBEz8V_XO0JqavbeH3qT2aSEc9059cWYtDCOJ83aimxqEeFVtHTo6vp5RsL5Fyk68XaWYZLUaDud48PZSqy6n9lHVYVl5FIur8ULcsPSDFg9k8kZ70Ad8Il2qONuL_hS29lay-aPpyHd0m5GkcPPj51u&xkcb=SoD--_M3coFvlD2HAx0LbzkdCdPP&p=0&fvj=1&vjs=3
Senior Integration Developer,Skynamo,"Remote in Edenvale, Gauteng",Posted 30+ days ago,2022-07-06,Skynamo is a field sales app with a growing international customer base serving thousands of daily active users.Support and maintain existing infrastructure.,,https://za.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A6iYo3LEVtHGk8RnYq6r34rAYKW3d2fqaG6QyhKE3SfONRNIG32xS1yOf95cqT4Dy5HpWOJBFVJd4rMrQZ0MlKAbQo3fx6lDs_K0w_tRJh7HPeXngQ-Z345uGiUqv3fAIJeMM1OlohaMspVq5QPfwsQiHyU3mK8HGOa-nv3XZmquswnE2_bm22OGkrRqBIqPQ4VwuvD3IMDAxT-t6u3qE-_60ZxDPJ_PGpBQF3dQMfQ2shFbg6MQUkXFRwjYB9ASbJ7Xha_iJmTQqkrt-5INjX_laygQ7Fwzmi4i2aBJs6mZDeOc1Flsab6ianRDIDzI2fGqThJRQXwbJ9mz_3HN-4t_nbLmqcFBEz8V_XO0JqavbeH3qT2aSEc9059cWYtDCOJ83aimxqEeFVtHTo6vp5RsL5Fyk68XaWYZLUaDud48PZSqy6n9lHVYVl5FIur8ULcsPSDFg9k8kZ70Ad8Il2qONuL_hS29lay-aPpyHd0m5GkcPPj51u&xkcb=SoD--_M3coFvlD2HAx0LbzkdCdPP&p=0&fvj=1&vjs=3
AWS Cloud Engineer,IQbusiness South Africa,"Johannesburg, Gauteng",Posted 6 days ago,2022-07-06,"With your cloud management and sysadmin skills, you build and maintain environments.Design and promote operational practices and procedures, working closely…",,https://za.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A6iYo3LEVtHGk8RnYq6r34rAYKW3d2fqaG6QyhKE3SfONRNIG32xS1yOf95cqT4Dy5HpWOJBFVJd4rMrQZ0MlKAbQo3fx6lDs_K0w_tRJh7HPeXngQ-Z345uGiUqv3fAIJeMM1OlohaMspVq5QPfwsQiHyU3mK8HGOa-nv3XZmquswnE2_bm22OGkrRqBIqPQ4VwuvD3IMDAxT-t6u3qE-_60ZxDPJ_PGpBQF3dQMfQ2shFbg6MQUkXFRwjYB9ASbJ7Xha_iJmTQqkrt-5INjX_laygQ7Fwzmi4i2aBJs6mZDeOc1Flsab6ianRDIDzI2fGqThJRQXwbJ9mz_3HN-4t_nbLmqcFBEz8V_XO0JqavbeH3qT2aSEc9059cWYtDCOJ83aimxqEeFVtHTo6vp5RsL5Fyk68XaWYZLUaDud48PZSqy6n9lHVYVl5FIur8ULcsPSDFg9k8kZ70Ad8Il2qONuL_hS29lay-aPpyHd0m5GkcPPj51u&xkcb=SoD--_M3coFvlD2HAx0LbzkdCdPP&p=0&fvj=1&vjs=3
Senior Postilion Developer,Be Different Recruitment,"Remote in Johannesburg, Gauteng",Posted 30+ days ago,2022-07-06,"R 500000 - R 1500000 Annually (Medical Aid, Pension Fund, Provident Fund, Preferential Banking Rates and Performance Bonus, Market related, Negotiable).",R500000 - R1500000 a year,https://za.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A6iYo3LEVtHGk8RnYq6r34rAYKW3d2fqaG6QyhKE3SfONRNIG32xS1yOf95cqT4Dy5HpWOJBFVJd4rMrQZ0MlKAbQo3fx6lDs_K0w_tRJh7HPeXngQ-Z345uGiUqv3fAIJeMM1OlohaMspVq5QPfwsQiHyU3mK8HGOa-nv3XZmquswnE2_bm22OGkrRqBIqPQ4VwuvD3IMDAxT-t6u3qE-_60ZxDPJ_PGpBQF3dQMfQ2shFbg6MQUkXFRwjYB9ASbJ7Xha_iJmTQqkrt-5INjX_laygQ7Fwzmi4i2aBJs6mZDeOc1Flsab6ianRDIDzI2fGqThJRQXwbJ9mz_3HN-4t_nbLmqcFBEz8V_XO0JqavbeH3qT2aSEc9059cWYtDCOJ83aimxqEeFVtHTo6vp5RsL5Fyk68XaWYZLUaDud48PZSqy6n9lHVYVl5FIur8ULcsPSDFg9k8kZ70Ad8Il2qONuL_hS29lay-aPpyHd0m5GkcPPj51u&xkcb=SoD--_M3coFvlD2HAx0LbzkdCdPP&p=0&fvj=1&vjs=3
C# Developer,Communicate Recruitment,"Johannesburg, Gauteng",Posted 3 days ago,2022-07-06,Design clean and simple solutions.Improve and optimize the performance of existing systems.Take part in the design of the database and software.,R450000 a year,https://za.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A6iYo3LEVtHGk8RnYq6r34rAYKW3d2fqaG6QyhKE3SfONRNIG32xS1yOf95cqT4Dy5HpWOJBFVJd4rMrQZ0MlKAbQo3fx6lDs_K0w_tRJh7HPeXngQ-Z345uGiUqv3fAIJeMM1OlohaMspVq5QPfwsQiHyU3mK8HGOa-nv3XZmquswnE2_bm22OGkrRqBIqPQ4VwuvD3IMDAxT-t6u3qE-_60ZxDPJ_PGpBQF3dQMfQ2shFbg6MQUkXFRwjYB9ASbJ7Xha_iJmTQqkrt-5INjX_laygQ7Fwzmi4i2aBJs6mZDeOc1Flsab6ianRDIDzI2fGqThJRQXwbJ9mz_3HN-4t_nbLmqcFBEz8V_XO0JqavbeH3qT2aSEc9059cWYtDCOJ83aimxqEeFVtHTo6vp5RsL5Fyk68XaWYZLUaDud48PZSqy6n9lHVYVl5FIur8ULcsPSDFg9k8kZ70Ad8Il2qONuL_hS29lay-aPpyHd0m5GkcPPj51u&xkcb=SoD--_M3coFvlD2HAx0LbzkdCdPP&p=0&fvj=1&vjs=3
Investment Analytics - Front Office - JHB and Cape Town,Execuplace Appointments,"Johannesburg, Gauteng",Posted 11 days ago,2022-07-06,"Research reports on investments, asset allocation and asset management.Recommendations on investment structuring at instrument and portfolio level.",R600000 - R840000 a year,https://za.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A6iYo3LEVtHGk8RnYq6r34rAYKW3d2fqaG6QyhKE3SfONRNIG32xS1yOf95cqT4Dy5HpWOJBFVJd4rMrQZ0MlKAbQo3fx6lDs_K0w_tRJh7HPeXngQ-Z345uGiUqv3fAIJeMM1OlohaMspVq5QPfwsQiHyU3mK8HGOa-nv3XZmquswnE2_bm22OGkrRqBIqPQ4VwuvD3IMDAxT-t6u3qE-_60ZxDPJ_PGpBQF3dQMfQ2shFbg6MQUkXFRwjYB9ASbJ7Xha_iJmTQqkrt-5INjX_laygQ7Fwzmi4i2aBJs6mZDeOc1Flsab6ianRDIDzI2fGqThJRQXwbJ9mz_3HN-4t_nbLmqcFBEz8V_XO0JqavbeH3qT2aSEc9059cWYtDCOJ83aimxqEeFVtHTo6vp5RsL5Fyk68XaWYZLUaDud48PZSqy6n9lHVYVl5FIur8ULcsPSDFg9k8kZ70Ad8Il2qONuL_hS29lay-aPpyHd0m5GkcPPj51u&xkcb=SoD--_M3coFvlD2HAx0LbzkdCdPP&p=0&fvj=1&vjs=3
Senior Financial Manager,Nedbank,"Johannesburg, Gauteng",Posted 30+ days ago,2022-07-06,To direct; add value and enable business decisions through effective consolidated financial analysis; reporting and controls across a range of business…,,https://za.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A6iYo3LEVtHGk8RnYq6r34rAYKW3d2fqaG6QyhKE3SfONRNIG32xS1yOf95cqT4Dy5HpWOJBFVJd4rMrQZ0MlKAbQo3fx6lDs_K0w_tRJh7HPeXngQ-Z345uGiUqv3fAIJeMM1OlohaMspVq5QPfwsQiHyU3mK8HGOa-nv3XZmquswnE2_bm22OGkrRqBIqPQ4VwuvD3IMDAxT-t6u3qE-_60ZxDPJ_PGpBQF3dQMfQ2shFbg6MQUkXFRwjYB9ASbJ7Xha_iJmTQqkrt-5INjX_laygQ7Fwzmi4i2aBJs6mZDeOc1Flsab6ianRDIDzI2fGqThJRQXwbJ9mz_3HN-4t_nbLmqcFBEz8V_XO0JqavbeH3qT2aSEc9059cWYtDCOJ83aimxqEeFVtHTo6vp5RsL5Fyk68XaWYZLUaDud48PZSqy6n9lHVYVl5FIur8ULcsPSDFg9k8kZ70Ad8Il2qONuL_hS29lay-aPpyHd0m5GkcPPj51u&xkcb=SoD--_M3coFvlD2HAx0LbzkdCdPP&p=0&fvj=1&vjs=3
Full Stack Developer,SET Recruitment Consultants,"Johannesburg, Gauteng",Posted 30+ days ago,2022-07-06,"A remote-first company – you will be able to work remotely, with flexible hours.5 years’ experience and a sound knowledge and skills in.",R540000 - R660000 a year,https://za.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A6iYo3LEVtHGk8RnYq6r34rAYKW3d2fqaG6QyhKE3SfONRNIG32xS1yOf95cqT4Dy5HpWOJBFVJd4rMrQZ0MlKAbQo3fx6lDs_K0w_tRJh7HPeXngQ-Z345uGiUqv3fAIJeMM1OlohaMspVq5QPfwsQiHyU3mK8HGOa-nv3XZmquswnE2_bm22OGkrRqBIqPQ4VwuvD3IMDAxT-t6u3qE-_60ZxDPJ_PGpBQF3dQMfQ2shFbg6MQUkXFRwjYB9ASbJ7Xha_iJmTQqkrt-5INjX_laygQ7Fwzmi4i2aBJs6mZDeOc1Flsab6ianRDIDzI2fGqThJRQXwbJ9mz_3HN-4t_nbLmqcFBEz8V_XO0JqavbeH3qT2aSEc9059cWYtDCOJ83aimxqEeFVtHTo6vp5RsL5Fyk68XaWYZLUaDud48PZSqy6n9lHVYVl5FIur8ULcsPSDFg9k8kZ70Ad8Il2qONuL_hS29lay-aPpyHd0m5GkcPPj51u&xkcb=SoD--_M3coFvlD2HAx0LbzkdCdPP&p=0&fvj=1&vjs=3
TM1 Developer and Administrator,BTG Recruit (Pty) Ltd,Gauteng,Posted 30+ days ago,2022-07-06,"Their global footprint and cutting-edge business operations necessitated a digital transformation, and they now employ powerful enterprise solutions to enable…",,https://za.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A6iYo3LEVtHGk8RnYq6r34rAYKW3d2fqaG6QyhKE3SfONRNIG32xS1yOf95cqT4Dy5HpWOJBFVJd4rMrQZ0MlKAbQo3fx6lDs_K0w_tRJh7HPeXngQ-Z345uGiUqv3fAIJeMM1OlohaMspVq5QPfwsQiHyU3mK8HGOa-nv3XZmquswnE2_bm22OGkrRqBIqPQ4VwuvD3IMDAxT-t6u3qE-_60ZxDPJ_PGpBQF3dQMfQ2shFbg6MQUkXFRwjYB9ASbJ7Xha_iJmTQqkrt-5INjX_laygQ7Fwzmi4i2aBJs6mZDeOc1Flsab6ianRDIDzI2fGqThJRQXwbJ9mz_3HN-4t_nbLmqcFBEz8V_XO0JqavbeH3qT2aSEc9059cWYtDCOJ83aimxqEeFVtHTo6vp5RsL5Fyk68XaWYZLUaDud48PZSqy6n9lHVYVl5FIur8ULcsPSDFg9k8kZ70Ad8Il2qONuL_hS29lay-aPpyHd0m5GkcPPj51u&xkcb=SoD--_M3coFvlD2HAx0LbzkdCdPP&p=0&fvj=1&vjs=3
